UNITID,INSTNM,CITY,STABBR,ZIP,AccredAgency,INSTURL,NPCURL,sch_deg,HCM2,LATITUDE,LONGITUDE,CCSIZSET,ADM_RATE
120537,Hope International University,Fullerton,CA,92831-3199,Western Association of Schools and Colleges Senior College and University Commission,www.hiu.edu,www.hiu.edu/undergrad/tuition/,,0,33.8762,-117.8857,7,0.4681
120698,Palo Alto University,Palo Alto,CA,94304-1337,Western Association of Schools and Colleges Senior College and University Commission,www.paloaltou.edu,,,0,37.3833,-122.186,,
120768,Pacific Oaks College,Pasadena,CA,91103,Western Association of Schools and Colleges Senior College and University Commission,www.pacificoaks.edu,www.pacificoaks.edu/Admissions/Costs_Financial_Aid/Tuition_and_Fees,,0,34.1515,-118.1609,,
120865,Pacific Union College,Angwin,CA,94508-9707,Western Association of Schools and Colleges Senior College and University Commission,www.puc.edu,www.puc.edu/campus-services/student-finance/net-price-calculator,,0,38.5741,-122.4496,11,0.5055
120883,University of the Pacific,Stockton,CA,95211-0197,Western Association of Schools and Colleges Senior College and University Commission,www.pacific.edu,npc.collegeboard.org/student/app/pacific,,0,37.9806,-121.3073,14,0.7265
121150,Pepperdine University,Malibu,CA,90263,Western Association of Schools and Colleges Senior College and University Commission,www.pepperdine.edu/,seaver.pepperdine.edu/financialassistance/,,0,34.0419,-118.7077,14,0.3734
121257,Pitzer College,Claremont,CA,91711-6101,Western Association of Schools and Colleges Senior College and University Commission,www.pitzer.edu,npc.collegeboard.org/student/app/pitzer,,0,34.1034,-117.7059,11,0.1451
121309,Point Loma Nazarene University,San Diego,CA,92106-2899,Western Association of Schools and Colleges Senior College and University Commission,www.pointloma.edu,www.pointloma.edu/NPC,,0,32.7133,-117.2512,14,0.6654
121345,Pomona College,Claremont,CA,91711-6319,Western Association of Schools and Colleges Senior College and University Commission,www.pomona.edu,npc.collegeboard.org/student/app/pomona,,0,34.0983,-117.7119,11,0.1392
121628,Pardee RAND Graduate School,Santa Monica,CA,90407-2138,Western Association of Schools and Colleges Senior College and University Commission,www.prgs.edu,www.prgs.edu,,0,34.01,-118.4905,,
121691,University of Redlands,Redlands,CA,92373-0999,Western Association of Schools and Colleges Senior College and University Commission,www.redlands.edu,www.redlands.edu/offices-directories/financial-aid/11014.aspx,,0,34.0636,-117.1638,14,0.672
122117,Dongguk University-Los Angeles,Los Angeles,CA,90020-1704,Accreditation Commission for Acupuncture and Oriental Medicine,dula.edu,dula.edu/netpricecalculator,,0,34.0662,-118.2899,,
122296,Samuel Merritt University,Oakland,CA,94609,Western Association of Schools and Colleges Senior College and University Commission,www.samuelmerritt.edu,,,0,37.82,-122.2669,,
122409,San Diego State University,San Diego,CA,92182,Western Association of Schools and Colleges Senior College and University Commission,www.sdsu.edu,www.csumentor.edu/finaid/pais/,,0,32.7753,-117.0712,15,0.3121
122436,University of San Diego,San Diego,CA,92110-2492,Western Association of Schools and Colleges Senior College and University Commission,www.sandiego.edu,www.sandiego.edu/admissions/undergraduate/tuition_aid/affording_usd.php,,0,32.7714,-117.1887,13,0.4885
122506,San Francisco Conservatory of Music,San Francisco,CA,94102-6011,Western Association of Schools and Colleges Senior College and University Commission,www.sfcm.edu,www.sfcm.edu,,0,37.7753,-122.4201,,0.3986
122597,San Francisco State University,San Francisco,CA,94132,Western Association of Schools and Colleges Senior College and University Commission,www.sfsu.edu,www.csumentor.edu/finaid/pais/,,0,37.7213,-122.4779,15,0.6379
122612,University of San Francisco,San Francisco,CA,94117-1080,Western Association of Schools and Colleges Senior College and University Commission,www.usfca.edu/,www.usfca.edu/netpricecalculator/,,0,37.7756,-122.451,13,0.6129
122649,San Joaquin College of Law,Clovis,CA,93612-1312,Western Association of Schools and Colleges Senior College and University Commission,www.sjcl.edu,,,0,36.824,-119.6978,,
122755,San Jose State University,San Jose,CA,95192-0001,Western Association of Schools and Colleges Senior College and University Commission,www.sjsu.edu,www.csumentor.edu/finaid/pais/,,0,37.3352,-121.8812,15,0.6347
122931,Santa Clara University,Santa Clara,CA,95053,Western Association of Schools and Colleges Senior College and University Commission,www.scu.edu,www.scu.edu/financialaid/Net-Price-Calculator.cfm,,0,37.3527,-121.9382,13,0.5122
123095,Saybrook University,San Francisco,CA,94111-1920,Western Association of Schools and Colleges Senior College and University Commission,www.saybrook.edu,www.saybrook.edu/affording/howtoapply/determineneed,,0,37.7984,-122.4001,,
123165,Scripps College,Claremont,CA,91711-3905,Western Association of Schools and Colleges Senior College and University Commission,www.scrippscollege.edu,admission.scrippscollege.edu/net-price-calculator,,0,34.1037,-117.7113,8,0.357
123457,Simpson University,Redding,CA,96003-8606,Western Association of Schools and Colleges Senior College and University Commission,www.simpsonu.edu,tcc.noellevitz.com/(S(i54tbognlq54ib4uxvlamtda))/Simpson-University-CA/Freshman-Students,,0,40.6133,-122.333,10,0.555
123554,Saint Mary's College of California,Moraga,CA,94575,Western Association of Schools and Colleges Senior College and University Commission,www.stmarys-ca.edu,www.stmarys-ca.edu/admissions-aid/net-price-calculator,,0,37.84,-122.1068,14,0.6947
123572,Sonoma State University,Rohnert Park,CA,94928-3609,Western Association of Schools and Colleges Senior College and University Commission,www.sonoma.edu,www.csumentor.edu/finaid/pais/,,0,38.341,-122.6733,13,0.8186
123633,South Baylo University,Anaheim,CA,92801-1701,Accreditation Commission for Acupuncture and Oriental Medicine,WWW.SOUTHBAYLO.EDU,www.southbaylo.edu,,0,33.8479,-117.9587,,
123651,Vanguard University of Southern California,Costa Mesa,CA,92626,Western Association of Schools and Colleges Senior College and University Commission,www.vanguard.edu,undergraduate.vanguard.edu/net-price-calculator,,0,33.6627,-117.9009,11,0.6977
123943,Marshall B Ketchum University,Fullerton,CA,92831-1699,Western Association of Schools and Colleges Senior College and University Commission,www.ketchum.edu,www.ketchum.edu,,0,33.8898,-117.8862,,
123952,Southern California Institute of Architecture,Los Angeles,CA,90013-1822,Western Association of Schools and Colleges Senior College and University Commission,www.sciarc.edu,www.sciarc.edu,,0,34.0437,-118.2327,,0.8667
123961,University of Southern California,Los Angeles,CA,90089,Western Association of Schools and Colleges Senior College and University Commission,www.usc.edu/,www.usc.edu/admission/fa/applying_receiving/undergraduates1/netpricecalculator.html,,0,34.0211,-118.2839,16,0.1984
125718,Westminster Theological Seminary in California,Escondido,CA,92027,Western Association of Schools and Colleges Senior College and University Commission,www.wscal.edu,www.wscal.edu,,0,33.1214,-117.0464,,
125727,Westmont College,Santa Barbara,CA,93108-1089,Western Association of Schools and Colleges Senior College and University Commission,www.westmont.edu,www.westmont.edu/admissions/npc.html,,0,34.4493,-119.6619,11,0.7016
125763,Whittier College,Whittier,CA,90601,Western Association of Schools and Colleges Senior College and University Commission,WWW.whittier.edu,web.whittier.edu/AdmissionAndAid/Tuition/NPC.aspx,,0,33.9776,-118.0284,11,0.6325
125897,Woodbury University,Burbank,CA,91510-7846,Western Association of Schools and Colleges Senior College and University Commission,woodbury.edu/,npc.collegeboard.org/student/app/woodbury,,0,34.2092,-118.3407,9,0.5575
126012,The Wright Institute,Berkeley,CA,94704-1796,Western Association of Schools and Colleges Senior College and University Commission,www.wi.edu,,,0,37.8682,-122.2532,,
126030,Western State College of Law at Argosy University,Fullerton,CA,92831-3014,Western Association of Schools and Colleges Senior College and University Commission,www.wsulaw.edu,tcc.noellevitz.com/edmc/Argosy%20University?iframe=true&width600&height=1000,,0,33.8807,-117.8903,,
130581,Tri-State College of Acupuncture,New York,NY,10011,Accreditation Commission for Acupuncture and Oriental Medicine,www.TSCA.edu,www.tsca.edu,,0,40.7399,-74.0021,,
140331,Chattahoochee Technical College,Marietta,GA,30060,Southern Association of Colleges and Schools Commission on Colleges | Council on Occupational Education,www.chattahoocheetech.edu,www.chattahoocheetech.edu/npcalc/,,0,33.9291,-84.5525,4,
141486,Chaminade University of Honolulu,Honolulu,HI,96816-1578,Western Association of Schools and Colleges Senior College and University Commission,www.chaminade.edu,www.chaminade.edu/ug/tuition-calculator.php,,0,21.2903,-157.8076,10,0.8359
141565,University of Hawaii at Hilo,Hilo,HI,96720-4091,Western Association of Schools and Colleges Senior College and University Commission,hilo.hawaii.edu,hilo.hawaii.edu/financialaid/netpricecalculator.php,,0,19.7019,-155.0813,13,0.752
141574,University of Hawaii at Manoa,Honolulu,HI,96822-2217,Western Association of Schools and Colleges Senior College and University Commission,manoa.hawaii.edu,www.hawaii.edu/fas/basics/calculator.php,,0,21.2926,-157.8166,15,0.8009
141644,Hawaii Pacific University,Honolulu,HI,96813,Western Association of Schools and Colleges Senior College and University Commission,www.hpu.edu,secure.hpu.edu/netprice-calculator/index.html,,0,21.3101,-157.8593,12,0.6411
141839,University of Hawaii Maui College,Kahului,HI,96732-1643,Western Association of Schools and Colleges Senior College and University Commission,maui.hawaii.edu,npc.collegeboard.org/student/app/uhcc,,0,20.8906,-156.4799,9,
141936,World Medicine Institute,Honolulu,HI,96821,Accreditation Commission for Acupuncture and Oriental Medicine,www.wmi.edu,www.wmi.edu,,0,21.2964,-157.7547,,
141981,University of Hawaii-West Oahu,Kapolei,HI,96707-4507,Western Association of Schools and Colleges Senior College and University Commission,westoahu.hawaii.edu,westoahu.hawaii.edu/uhwo/finaid/npcalc/,,0,21.3941,-157.9821,6,0.7643
143978,The Chicago School of Professional Psychology at Chicago,Chicago,IL,60654,Western Association of Schools and Colleges Senior College and University Commission,www.thechicagoschool.edu,www.thechicagoschool.edu/Chicago/Admissions/Costs_and_Financial_Aid/Budgeting_to_attend_The_Chicago_School,,0,41.8879,-87.6339,,
154022,Ashford University,Clinton,IA,52733-2967,Western Association of Schools and Colleges Senior College and University Commission,www.ashford.edu,ashford.studentaidcalculator.com/survey.aspx,,0,41.8519,-90.1991,15,
156921,Jefferson Community and Technical College,Louisville,KY,40202-2005,Southern Association of Colleges and Schools Commission on Colleges | Council on Occupational Education,www.jefferson.kctcs.edu,kctcs.edu/en/Students/Costs_and_Financial_Aid.aspx,,0,38.2475,-85.7535,4,
167181,New England School of Acupuncture,Newton,MA,2458,Accreditation Commission for Acupuncture and Oriental Medicine,www.nesa.edu,,,0,42.3637,-71.1949,,
188465,Globe Institute of Technology,New York,NY,10018,New York State Board of Regents and the Commissioner of Education,www.globe.edu/index.asp,www.globe.edu/net_price_calculator.asp,,0,40.7149,-74.006,,
188669,The Ailey School,New York,NY,10019-4402,National Association of Schools of Dance Commission on Accreditation,www.alvinailey.org,www.theaileyschool.edu/ailey-school/general-information,,0,40.7669,-73.9869,,0.1784
188696,Joffrey Ballet School,New York,NY,10011,National Association of Schools of Dance Commission on Accreditation,www.joffreyballetschool.com,www.joffreyballetschool.com,,1,40.7345,-73.9986,,1
189282,Phillips Beth Israel School of Nursing,New York,NY,10001-6354,New York State Board of Regents and the Commissioner of Education,www.futurenursebi.org,www.futurenursebi.org,,0,40.7449,-73.9911,1,0.3043
189422,Bramson ORT College,Forest Hills,NY,11375-4239,New York State Board of Regents and the Commissioner of Education,bramsonort.edu,www.bramsonort.edu/finaid/netpricecalculator/npcalc.htm,,1,40.7214,-73.8478,2,
191764,Institute of Design and Construction,Brooklyn,NY,11201-5380,New York State Board of Regents and the Commissioner of Education,www.idc.edu,www.idc.edu/NetPriceCalculator/npcalc.htm,,1,40.6922,-73.9831,1,
192961,Memorial School of Nursing,Albany,NY,12204,New York State Board of Regents and the Commissioner of Education,www.nehealth.com,www.nehealth.com/SON/Financial_Aid_Opportunities/,,0,42.6736,-73.7501,1,0.5
195289,Samaritan Hospital School of Nursing,Troy,NY,12065,New York State Board of Regents and the Commissioner of Education,www.nehealth.com,www.nehealth.com/SON/Net_Price_Calculator/calculator.asp,,0,42.7331,-73.672,1,0.8
195845,New York Career Institute,New York,NY,10007,New York State Board of Regents and the Commissioner of Education,www.nyci.edu,www.nyci.edu,,0,40.7132,-74.0083,2,
197081,Utica School of Commerce,Utica,NY,13501,New York State Board of Regents and the Commissioner of Education,www.uscny.edu,www.uscny.edu/netPrice/npcalc.htm,,0,43.1018,-75.2286,1,
197522,Wood Tobe-Coburn School,New York,NY,10016-0190,New York State Board of Regents and the Commissioner of Education,woodtobecoburn.edu,woodtobecoburn.edu,,0,40.7518,-73.9813,2,
206905,Pontotoc Technology Center,Ada,OK,74820,Oklahoma Board of Career and Technology Education,www.pontotoctech.edu,www.pontotoctech.edu,,0,34.7519,-96.6818,,
207607,Tulsa Technology Center-Peoria Campus,Tulsa,OK,74106-1619,Oklahoma Board of Career and Technology Education,www.tulsatech.edu,tulsatech.edu/_layouts/ttc/NPC.html,,0,36.2106,-95.9775,,
208026,Indian Capital Technology Center-Tahlequah,Tahlequah,OK,74464,Oklahoma Board of Career and Technology Education,www.ictctech.com,www.ictctech.com,,0,35.9202,-94.9915,,
208053,High Plains Technology Center,Woodward,OK,73801,Oklahoma Board of Career and Technology Education,www.hptc.net,www.hptc.net,,0,36.4062,-99.4273,,
230047,Brigham Young University-Hawaii,Laie,HI,96762-1294,Western Association of Schools and Colleges Senior College and University Commission,www.byuh.edu/,financialaid.byuh.edu/net_price_calculator,,0,21.6412,-157.9254,11,0.3604
240754,University of Guam,Mangilao,GU,96923,Western Association of Schools and Colleges Senior College and University Commission,www.uog.edu,www.uog.edu/admin/assetmanager/images/financial%20aid/calculator/npcalc.htm,,0,13.4327,144.8028,9,
242556,Instituto Tecnologico de Puerto Rico-Recinto de Guayama,Guayama,PR,00785-0000,Puerto Rico State Agency for the Approval of Public Postsecondary Vocational Technical Institutions and Programs,itec.pr/,www.itecguayama.com,,0,17.9761,-66.1066,2,
242565,Instituto Tecnologico de Puerto Rico-Recinto de Ponce,Ponce,PR,00717-0306,Puerto Rico State Agency for the Approval of Public Postsecondary Vocational Technical Institutions and Programs,itec.pr,itecponce.com,,0,17.9982,-66.6292,2,0.9241
242583,Instituto Tecnologico de Puerto Rico-Recinto de San Juan,San Juan,PR,924,Puerto Rico State Agency for the Approval of Public Postsecondary Vocational Technical Institutions and Programs,,,,0,18.4122,-66.017,2,0.806
243744,Stanford University,Stanford,CA,94305,Western Association of Schools and Colleges Senior College and University Commission,www.stanford.edu/,www.stanford.edu/dept/finaid/undergrad/how/calculator/,,0,37.4317,-122.1822,17,0.0569
245999,Francis Tuttle Technology Center,Oklahoma City,OK,73142-2789,Oklahoma Board of Career and Technology Education,www.francistuttle.edu,www.francistuttle.edu,,0,35.6005,-97.6407,,
246017,Central Technology Center,Drumright,OK,74030,Oklahoma Board of Career and Technology Education,www.centraltech.edu,home.ctechbis.com/netpriceCalc/npcalc.htm,,0,35.9943,-96.5853,,
248606,Moore Norman Technology Center,Norman,OK,73069-8399,Oklahoma Board of Career and Technology Education,mntechnology.com/,mntechnology.com/classes,,0,35.2744,-97.4573,,0.6504
250993,Red River Technology Center,Duncan,OK,73533,Oklahoma Board of Career and Technology Education,rrtc.edu,www.rrtc.edu/wp-content/uploads/2012/04/npcalc.htm,,0,34.4911,-97.9905,,
261375,Tulsa Technology Center-Lemley Campus,Tulsa,OK,74145-1390,Oklahoma Board of Career and Technology Education,www.tulsatech.edu,tulsatech.edu/_layouts/ttc/NPC.html,,0,36.1126,-95.8881,,
261384,Tulsa Technology Center-Riverside Campus,Tulsa,OK,74132-4008,Oklahoma Board of Career and Technology Education,www.tulsatech.edu,tulsatech.edu/_layouts/ttc/NPC.html,,0,36.0336,-95.9826,,
261393,Tulsa Technology Center-Broken Arrow Campus,Broken Arrow,OK,74012,Oklahoma Board of Career and Technology Education,tulsatech.edu/Pages/Default.aspx,tulsatech.edu/Admissions/FinancialAid/Pages/Default.aspx,,0,36.0051,-95.8364,,
262086,Brandman University,Irvine,CA,92618,Western Association of Schools and Colleges Senior College and University Commission,www.brandman.edu/,www.brandman.edu/admissions/tuition,,0,33.6557,-117.7686,12,1
363165,Metro Technology Centers,Oklahoma City,OK,73111-5240,Oklahoma Board of Career and Technology Education,www.metrotech.edu,www.metrotech.edu/student_services/NetPriceCalculator/npcalc.htm,,0,35.5125,-97.4782,,
364548,Great Plains Technology Center,Lawton,OK,73505-8399,Oklahoma Board of Career and Technology Education,www.greatplains.edu,www.greatplains.edu/adults/lawton-career-majors/,,0,34.594,-98.447,,
364627,Pioneer Technology Center,Ponca City,OK,74601,Oklahoma Board of Career and Technology Education,pioneertech.edu,pioneertech.edu,,0,36.7277,-97.0935,,
364946,Caddo Kiowa Technology Center,Fort Cobb,OK,73038-0190,Oklahoma Board of Career and Technology Education,www.caddokiowa.com,www.caddokiowa.com/net-price-calculator,,0,35.0951,-98.4424,,
365198,Southern Oklahoma Technology Center,Ardmore,OK,73401,Oklahoma Board of Career and Technology Education,www.sotc.edu,www.sotc.edu,,0,34.1854,-97.0832,,
365213,Autry Technology Center,Enid,OK,73703-2506,Oklahoma Board of Career and Technology Education,www.autrytech.edu,www.autrytech.edu/npcalc.htm,,0,36.4191,-97.8972,,0.9224
365374,Canadian Valley Technology Center,El Reno,OK,73036,Oklahoma Board of Career and Technology Education,www.cvtech.edu,www.cvtech.edu/student-services/financial-aid,,0,35.5092,-97.882,,
365480,Meridian Technology Center,Stillwater,OK,74074-1899,Oklahoma Board of Career and Technology Education,www.meridiantech.edu,www.meridiantech.edu/individual/financial-aid#netpricecalc,,0,36.107,-97.1084,,
366605,Southwest Acupuncture College-Santa Fe,Santa Fe,NM,87505,Accreditation Commission for Acupuncture and Oriental Medicine,www.acupuncturecollege.edu,,,0,35.6618,-105.95,,
366623,Northwest Technology Center-Alva,Alva,OK,73717,Oklahoma Board of Career and Technology Education,www.nwtech.edu,www.nwtech.edu,,0,36.7867,-98.6757,,
366711,California State University-San Marcos,San Marcos,CA,92096-0001,Western Association of Schools and Colleges Senior College and University Commission,www.csusm.edu,www.csumentor.edu/finaid/pais/,,0,33.1291,-117.158,12,0.6251
368364,Southwest Technology Center,Altus,OK,73521,Oklahoma Board of Career and Technology Education,www.swtech.edu,www.swtech.edu/admissions/generalinfo/NetPriceCalculator.htm,,0,34.6682,-99.3412,,
375656,Chisholm Trail Technology Center,Omega,OK,73764-6335,Oklahoma Board of Career and Technology Education,www.cttc.edu,www.cttc.edu,,0,35.8422,-98.2018,,
375683,Gordon Cooper Technology Center,Shawnee,OK,74804,Oklahoma Board of Career and Technology Education,www.gctech.org,www.gctech.org/sites/gordoncooper/uploads/npcalc.htm,,0,35.3803,-96.908,,
375692,Kiamichi Technology Center-Atoka,Atoka,OK,74525-0240,Oklahoma Board of Career and Technology Education,www.ktc.edu,www.ktc.edu,,0,34.3954,-96.153,,
375708,Kiamichi Technology Center-Durant,Durant,OK,74701-1904,Oklahoma Board of Career and Technology Education,https://www.ktc.edu,www.ktc.edu,,0,33.946,-96.4061,,
375717,Kiamichi Technology Center-Hugo,Hugo,OK,74743,Oklahoma Board of Career and Technology Education,www.ktc.edu,www.ktc.edu/financialaid/tuitioncalculator.aspx,,0,34.0083,-95.4945,,
375726,Kiamichi Technology Center-McAlester,McAlester,OK,74501,Oklahoma Board of Career and Technology Education,www.ktc.edu/Template0.asp?pg=128,www.ktc.edu/netprice/npcalc.htm,,0,34.9242,-95.746,,
375735,Kiamichi Technology Center-Idabel,Idabel,OK,74745-2415,Oklahoma Board of Career and Technology Education,www.ktc.edu,www.ktc.edu,,0,33.9219,-94.775,,
